"graphVizDotNotationLine","Source Cypher File: domains/internal-dependencies/graphs/../queries/path-finding/Path_Finding_6_Longest_paths_contributors_for_graphviz.cypher"
"""axon-test-5.0.3\n(level 2/7)"" -> ""axon-messaging-5.0.3\n(level 5/7)"" [label=200; penwidth=1.98; ];",""
"""axon-test-5.0.3\n(level 2/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=86; penwidth=1.42; ];",""
"""axon-test-5.0.3\n(level 2/7)"" -> ""axon-eventsourcing-5.0.3\n(level 3/7)"" [label=6; penwidth=1.02; color=""red""; ];",""
"""axon-messaging-5.0.3\n(level 5/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=1008; penwidth=6.0; ];",""
"""axon-messaging-5.0.3\n(level 5/7)"" -> ""axon-conversion-5.0.3\n(level 6/7)"" [label=74; penwidth=1.36; color=""red""; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=86; penwidth=1.42; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-update-5.0.3\n(level 2/7)"" [label=16; penwidth=1.07; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-test-5.0.3\n(level 2/7)"" [label=4; penwidth=1.01; color=""red""; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-messaging-5.0.3\n(level 5/7)"" [label=80; penwidth=1.39; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-server-connector-5.0.3\n(level 2/7)"" [label=16; penwidth=1.07; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-conversion-5.0.3\n(level 6/7)"" [label=16; penwidth=1.07; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-eventsourcing-5.0.3\n(level 3/7)"" [label=16; penwidth=1.07; ];",""
"""axon-tracing-opentelemetry-5.0.3\n(level 0/7)"" -> ""axon-messaging-5.0.3\n(level 5/7)"" [label=22; penwidth=1.1; ];",""
"""axon-tracing-opentelemetry-5.0.3\n(level 0/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=2; penwidth=1.0; ];",""
"""axon-eventsourcing-5.0.3\n(level 3/7)"" -> ""axon-messaging-5.0.3\n(level 5/7)"" [label=354; penwidth=2.75; ];",""
"""axon-eventsourcing-5.0.3\n(level 3/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=182; penwidth=1.89; ];",""
"""axon-eventsourcing-5.0.3\n(level 3/7)"" -> ""axon-modelling-5.0.3\n(level 4/7)"" [label=54; penwidth=1.26; color=""red""; ];",""
"""axon-eventsourcing-5.0.3\n(level 3/7)"" -> ""axon-conversion-5.0.3\n(level 6/7)"" [label=2; penwidth=1.0; ];",""
"""axon-server-connector-5.0.3\n(level 2/7)"" -> ""axon-messaging-5.0.3\n(level 5/7)"" [label=298; penwidth=2.47; ];",""
"""axon-server-connector-5.0.3\n(level 2/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=134; penwidth=1.66; ];",""
"""axon-server-connector-5.0.3\n(level 2/7)"" -> ""axon-modelling-5.0.3\n(level 4/7)"" [label=2; penwidth=1.0; ];",""
"""axon-server-connector-5.0.3\n(level 2/7)"" -> ""axon-eventsourcing-5.0.3\n(level 3/7)"" [label=72; penwidth=1.35; ];",""
"""axon-update-5.0.3\n(level 2/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=52; penwidth=1.25; ];",""
"""axon-modelling-5.0.3\n(level 4/7)"" -> ""axon-messaging-5.0.3\n(level 5/7)"" [label=304; penwidth=2.5; color=""red""; ];",""
"""axon-modelling-5.0.3\n(level 4/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=182; penwidth=1.89; ];",""
"""axon-modelling-5.0.3\n(level 4/7)"" -> ""axon-conversion-5.0.3\n(level 6/7)"" [label=2; penwidth=1.0; ];",""
"""axon-conversion-5.0.3\n(level 6/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=30; penwidth=1.14; color=""red""; ];",""
"""axon-metrics-micrometer-5.0.3\n(level 0/7)"" -> ""axon-common-5.0.3\n(level 7/7)"" [label=18; penwidth=1.08; ];",""
"""axon-metrics-micrometer-5.0.3\n(level 0/7)"" -> ""axon-messaging-5.0.3\n(level 5/7)"" [label=64; penwidth=1.31; ];",""
"""axon-metrics-micrometer-5.0.3\n(level 0/7)"" -> ""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" [label=2; penwidth=1.0; color=""red""; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-server-connector-5.0.3\n(level 2/7)"" [label=16; penwidth=1.07; color=""darkorange""; ];",""
"""axon-spring-boot-autoconfigure-5.0.3\n(level 1/7)"" -> ""axon-update-5.0.3\n(level 2/7)"" [label=16; penwidth=1.07; color=""darkorange""; ];",""
